2026-01-12 20:04:13,Not Detected,False
2026-01-12 20:04:22,Not Detected,False
2026-01-12 20:04:25,Not Detected,False
2026-01-12 20:04:31,Not Detected,False
2026-01-12 20:04:40,Not Detected,False
2026-01-12 20:05:12,Not Detected,False
2026-01-12 20:05:16,Not Detected,False
2026-01-12 20:05:19,Not Detected,False
2026-01-12 20:05:22,Not Detected,False
2026-01-12 20:05:24,Not Detected,False
2026-01-12 20:05:28,Not Detected,False
2026-01-12 20:05:46,Not Detected,False
2026-01-12 20:06:00,Not Detected,False
2026-01-12 20:06:13,Not Detected,False
2026-01-12 20:06:16,Not Detected,False
2026-01-12 20:07:09,Not Detected,False
2026-01-12 20:07:30,Not Detected,False
2026-01-12 20:08:00,Not Detected,False
2026-01-12 20:08:03,Not Detected,False
2026-01-12 20:08:15,Not Detected,False
2026-01-12 20:08:18,Not Detected,False
2026-01-12 20:08:21,Not Detected,False
2026-01-12 20:08:27,Not Detected,False
2026-01-12 20:08:36,Not Detected,False
2026-01-12 20:09:12,Not Detected,False
2026-01-12 20:09:15,Not Detected,False
2026-01-12 20:09:18,Not Detected,False
2026-01-12 20:09:21,Not Detected,False
2026-01-12 20:09:27,Not Detected,False
2026-01-12 20:09:57,Not Detected,False
2026-01-12 20:10:06,Not Detected,False
2026-01-12 20:10:18,Not Detected,False
2026-01-12 20:10:21,Not Detected,False
2026-01-12 20:10:24,Not Detected,False
2026-01-12 20:10:41,Not Detected,False
2026-01-12 20:10:44,Not Detected,False
2026-01-12 20:10:47,Not Detected,False
2026-01-12 20:11:27,Not Detected,False
2026-01-12 20:11:57,Not Detected,False
2026-01-12 20:12:00,Not Detected,False
2026-01-12 20:12:03,Not Detected,False
2026-01-12 20:12:06,Not Detected,False
2026-01-12 20:12:09,Not Detected,False
2026-01-12 20:12:12,Not Detected,False
2026-01-12 20:12:15,Not Detected,False
2026-01-12 20:12:18,Not Detected,False
2026-01-12 20:12:21,Not Detected,False
2026-01-12 20:12:24,Not Detected,False
2026-01-12 20:12:27,Not Detected,False
2026-01-12 20:12:30,Not Detected,False
2026-01-12 20:12:33,Not Detected,False
2026-01-12 20:12:36,Not Detected,False
2026-01-12 20:12:39,Not Detected,False
2026-01-12 20:12:42,Not Detected,False
2026-01-12 20:12:45,Not Detected,False
2026-01-12 20:12:48,Not Detected,False
2026-01-12 20:12:51,Not Detected,False
2026-01-12 20:12:54,Not Detected,False
2026-01-12 20:12:57,Not Detected,False
2026-01-12 20:13:00,Not Detected,False
2026-01-12 20:13:03,Not Detected,False
2026-01-12 20:13:06,Not Detected,False
2026-01-12 20:13:09,Not Detected,False
2026-01-12 20:13:15,Not Detected,False
2026-01-12 20:13:18,Not Detected,False
2026-01-12 20:13:24,Not Detected,False
2026-01-12 20:13:27,Not Detected,False
2026-01-12 20:13:30,Not Detected,False
2026-01-12 20:13:33,Not Detected,False
2026-01-12 20:13:39,Not Detected,False
2026-01-12 20:13:42,Not Detected,False
2026-01-12 20:13:45,Not Detected,False
2026-01-12 20:13:51,Not Detected,False
2026-01-12 20:13:54,Not Detected,False
2026-01-12 20:13:57,Not Detected,False
2026-01-12 20:14:00,Not Detected,False
2026-01-12 20:14:03,Not Detected,False
2026-01-12 20:14:06,Not Detected,False
2026-01-12 20:14:09,Not Detected,False
20:22:33,Neutral,False
20:22:35,Happy,False
20:22:38,Happy,False
20:22:41,Fear,True
20:22:44,Neutral,False
20:22:47,Happy,False
20:22:50,Neutral,False
20:22:53,Neutral,False
20:22:56,Neutral,False
20:23:02,Sad,True
20:23:05,Happy,False
20:23:11,Neutral,False
20:23:14,Happy,False
20:23:17,Happy,False
20:23:20,Fear,True
20:23:23,Neutral,False
20:23:26,Neutral,False
20:23:29,Neutral,False
20:23:32,Neutral,False
20:23:35,Happy,False
20:23:38,Fear,True
20:23:41,Happy,False
20:23:44,Neutral,False
20:23:50,Happy,False
20:23:53,Happy,False
20:23:56,Neutral,False
20:23:59,Neutral,False
20:24:02,Neutral,False
20:24:05,Neutral,False
20:24:08,Angry,True
20:24:11,Angry,True
20:24:14,Happy,False
20:24:26,Neutral,False
20:25:16,Neutral,False
20:25:17,Neutral,False
20:25:20,Happy,False
20:25:23,Happy,False
20:25:26,Happy,False
20:25:29,Neutral,False
20:25:35,Neutral,False
20:25:38,Happy,False
20:25:41,Neutral,False
20:25:47,Neutral,False
20:25:50,Neutral,False
20:25:53,Neutral,False
20:25:56,Neutral,False
20:25:59,Neutral,False
20:26:02,Neutral,False
20:26:05,Happy,False
20:26:20,Neutral,False
20:26:29,Neutral,False
20:26:50,Neutral,False
20:26:53,Neutral,False
20:26:56,Neutral,False
20:27:11,Neutral,False
20:27:14,Angry,True
20:27:17,Happy,False
20:27:20,Neutral,False
20:27:23,Neutral,False
20:27:26,Neutral,False
20:27:41,Happy,False
20:27:50,Happy,False
20:28:05,Neutral,False
20:28:14,Happy,False
20:28:17,Neutral,False
20:28:26,Happy,False
20:28:35,Neutral,False
20:28:44,Happy,False
20:28:47,Neutral,False
20:28:50,Happy,False
20:28:53,Happy,False
20:28:56,Neutral,False
20:28:59,Neutral,False
20:29:02,Neutral,False
20:29:11,Neutral,False
20:29:14,Neutral,False
20:29:17,Neutral,False
20:29:29,Neutral,False
20:29:32,Neutral,False
20:29:35,Neutral,False
20:29:53,Neutral,False
20:30:02,Neutral,False
20:30:05,Neutral,False
20:30:08,Neutral,False
20:30:11,Neutral,False
20:30:14,Neutral,False
20:30:17,Neutral,False
20:30:20,Neutral,False
20:30:26,Neutral,False
20:30:32,Happy,False
20:30:50,Neutral,False
20:30:53,Neutral,False
20:30:56,Angry,True
20:30:59,Neutral,False
20:31:02,Angry,True
20:31:05,Neutral,False
20:31:08,Neutral,False
20:31:11,Neutral,False
20:31:14,Surprise,False
20:31:17,Neutral,False
20:31:23,Neutral,False
20:31:26,Neutral,False
